"","Participant","Trial_Nr","Run_Nr","Trial_nr_run","Cue_Taste1_Size2","Top_image_index","Bottom_image_index","Choice","RT_choice","Size_top_image","Taste_top_image","Size_bottom_image","Taste_bottom_image","Size_diff","Taste_diff","Cued_diff","Category","mean_RT_size_pic1","mean_RT_taste_pic1","mean_RT_size_pic2","mean_RT_taste_pic2","Diff_category_oposite_to_cue","Category_opposite_to_cue","Stimulation","Session_type","Accuracy","Size1_TopPic","Size2_TopPic","Taste1_TopPic","Taste2_TopPic","Size1_BotPic","Size2_BotPic","Taste1_BotPic","Taste2_BotPic","Amplitude","Circumfence","Time_between_tasks","Name_top_image","Name_bottom_image","Choice01","Size_diff.ntile","Taste_diff.ntile","Size_diff.abs","Taste_diff.abs","corr"
"136",1,136,5,24,1,25,18,-1,1.706313671,0.70703125,0.466145833,0.434027778,0.402777778,0.273003472,0.063368056,0.063368056,6,2.272516978,1.979454578,2.046184391,2.621846471,0.273003472,0,0,1,0,0.806423611,0.607638889,0.435763889,0.496527778,0.40625,0.461805556,0.453993056,0.3515625,1,57,33.12138333,"wasafibers","rasberries",0,8,6,0.949600403565798,-0.650926508731947,0
"137",1,137,5,25,1,1,25,-1,1.512028444,0.626302083,0.274739583,0.70703125,0.466145833,-0.080729167,-0.19140625,-0.19140625,1,1.888526933,3.379911822,2.272516978,1.979454578,-0.080729167,3,0,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.806423611,0.607638889,0.435763889,0.496527778,1,57,33.12138333,"blevita","wasafibers",0,3,2,-0.546047537752197,0.088695871549594,1
"138",1,138,5,26,1,18,29,-1,0.903953636,0.434027778,0.402777778,0.55078125,0.377604167,-0.116753472,0.025173611,0.025173611,5,2.046184391,2.621846471,2.412995129,2.104331378,-0.116753472,2,0,1,0,0.40625,0.461805556,0.453993056,0.3515625,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,"rasberries","sourcreamchips",0,3,5,-0.265824563545313,-0.871559629536762,0
"139",1,139,5,27,1,3,28,1,1.631573333,0.485243056,0.625,0.305989583,0.488715278,0.179253472,0.136284722,0.136284722,7,1.822734507,2.121227378,1.754060942,1.996853333,0.179253472,8,0,1,0,0.463541667,0.506944444,0.663194444,0.586805556,0.282986111,0.328993056,0.591145833,0.386284722,1,57,33.12138333,"petitbeurre","paprikachips",1,7,7,0.220345423299131,-0.22971783353684,1
"140",1,140,5,28,1,12,6,1,2.388936818,0.791666667,0.696614583,0.616753472,0.557725694,0.174913194,0.138888889,0.138888889,7,3.263822933,2.13839616,1.621272178,1.672655502,0.174913194,8,0,1,0,0.799479167,0.783854167,0.729166667,0.6640625,0.671006944,0.5625,0.556423611,0.559027778,1,57,33.12138333,"pizza","mandm",1,7,7,0.186583616928552,-0.214674664502523,1
"141",1,141,5,29,1,23,24,-1,1.375544604,0.412326389,0.64453125,0.313368056,0.465711806,0.098958333,0.178819444,0.178819444,8,1.979420444,2.030724124,2.347235982,1.929689884,0.098958333,6,0,1,0,0.295138889,0.529513889,0.616319444,0.672743056,0.300347222,0.326388889,0.416666667,0.514756944,1,57,33.12138333,"tomatoes","twix",0,6,7,-0.404247963441714,0.015987227956402,0
"146",1,146,6,1,1,27,29,-1,1.235869867,0.381076389,0.238715278,0.55078125,0.377604167,-0.169704861,-0.138888889,-0.138888889,2,2.29582336,1.929995378,2.412995129,2.104331378,-0.169704861,1,0,1,0,0.322916667,0.439236111,0.3515625,0.125868056,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,"graneochips","sourcreamchips",0,2,2,0.146069453951088,-0.214674664502523,1
"147",1,147,6,2,1,28,4,-1,1.843190898,0.305989583,0.488715278,0.347222222,0.371527778,-0.041232639,0.1171875,0.1171875,7,1.754060942,1.996853333,2.362687289,1.572754489,-0.041232639,4,0,1,0,0.282986111,0.328993056,0.591145833,0.386284722,0.311631944,0.3828125,0.388020833,0.355034722,1,57,33.12138333,"paprikachips","mikado",0,4,6,-0.853279961722776,-0.340034391050959,0
"148",1,148,6,3,1,24,29,-1,1.615727787,0.313368056,0.465711806,0.55078125,0.377604167,-0.237413194,0.088107639,0.088107639,6,2.347235982,1.929689884,2.412995129,2.104331378,-0.237413194,0,0,1,0,0.300347222,0.326388889,0.416666667,0.514756944,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,"twix","sourcreamchips",0,1,6,0.672753603772996,-0.508016423123954,0
"149",1,149,6,4,1,3,24,1,1.571320604,0.485243056,0.625,0.313368056,0.465711806,0.171875,0.159288194,0.159288194,8,1.822734507,2.121227378,2.347235982,1.929689884,0.171875,8,0,1,0,0.463541667,0.506944444,0.663194444,0.586805556,0.300347222,0.326388889,0.416666667,0.514756944,1,57,33.12138333,"petitbeurre","twix",1,7,7,0.162950357136378,-0.0968365253595331,1
"156",1,156,6,11,1,21,22,1,1.623121636,0.355902778,0.354600694,0.384548611,0.392795139,-0.028645833,-0.038194444,-0.038194444,4,2.289274738,1.670899627,2.171847822,1.663582009,-0.028645833,4,0,1,0,0.348958333,0.362847222,0.363715278,0.345486111,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,"strawberries","toblerone",1,4,4,-0.951189198641713,-0.796343795918331,0
"157",1,157,6,12,1,29,22,1,1.8895488,0.55078125,0.377604167,0.384548611,0.392795139,0.166232639,-0.015190972,-0.015190972,4,2.412995129,2.104331378,2.171847822,1.663582009,0.166232639,8,0,1,0,0.578993056,0.522569444,0.374131944,0.381076389,0.227430556,0.541666667,0.297743056,0.487847222,1,57,33.12138333,"sourcreamchips","toblerone",1,7,4,0.119060011966112,-0.929225104095637,0
"158",1,158,6,13,1,27,31,-1,0.924629618,0.381076389,0.238715278,0.473524306,0.234809028,-0.092447917,0.00390625,0.00390625,5,2.29582336,1.929995378,1.762503538,1.938525013,-0.092447917,3,0,1,0,0.322916667,0.439236111,0.3515625,0.125868056,0.493923611,0.453125,0.296875,0.172743056,1,57,33.12138333,"graneochips","muffins",0,3,5,-0.454890665218863,-0.994412160283383,0
"159",1,159,6,14,1,16,17,-1,1.617855716,0.329861111,0.737847222,0.5,0.739583333,-0.170138889,-0.001736111,-0.001736111,4,1.63076096,1.489164231,2.363587413,1.889484089,-0.170138889,1,0,1,0,0.316840278,0.342881944,0.821180556,0.654513889,0.375,0.625,0.737847222,0.741319444,1,57,33.12138333,"plum","raisins",0,2,4,0.14944563614389,-1.00694813351588,1
"166",1,166,6,21,1,27,19,-1,1.731982791,0.381076389,0.238715278,0.337239583,0.309027778,0.043836806,-0.0703125,-0.0703125,3,2.29582336,1.929995378,1.996787058,1.904550542,0.043836806,5,0,1,0,0.322916667,0.439236111,0.3515625,0.125868056,0.310763889,0.363715278,0.373263889,0.244791667,1,57,33.12138333,"graneochips","smarties",0,5,3,-0.833022876344684,-0.610811399009204,1
"167",1,167,6,22,1,4,24,-1,1.471080391,0.347222222,0.371527778,0.313368056,0.465711806,0.033854167,-0.094184028,-0.094184028,3,2.362687289,1.572754489,2.347235982,1.929689884,0.033854167,5,0,1,0,0.311631944,0.3828125,0.388020833,0.355034722,0.300347222,0.326388889,0.416666667,0.514756944,1,57,33.12138333,"mikado","twix",0,5,3,-0.91067502788553,-0.472915699228266,1
"168",1,168,6,23,1,28,18,-1,1.661416107,0.305989583,0.488715278,0.434027778,0.402777778,-0.128038194,0.0859375,0.0859375,6,1.754060942,1.996853333,2.046184391,2.621846471,-0.128038194,2,0,1,0,0.282986111,0.328993056,0.591145833,0.386284722,0.40625,0.461805556,0.453993056,0.3515625,1,57,33.12138333,"paprikachips","rasberries",0,2,6,-0.178043873204781,-0.520552396356456,0
"169",1,169,6,24,1,5,25,-1,2.588141227,0.523003472,0.405815972,0.70703125,0.466145833,-0.184027778,-0.060329861,-0.060329861,3,2.68007936,1.555521138,2.272516978,1.979454578,-0.184027778,1,0,1,0,0.572048611,0.473958333,0.420138889,0.391493056,0.806423611,0.607638889,0.435763889,0.496527778,1,57,33.12138333,"rizaulait","wasafibers",0,2,4,0.257483411862513,-0.668476873568079,1
"170",1,170,6,25,1,1,29,-1,1.429070222,0.626302083,0.274739583,0.55078125,0.377604167,0.075520833,-0.102864583,-0.102864583,2,1.888526933,3.379911822,2.412995129,2.104331378,0.075520833,6,0,1,0,0.701388889,0.551215278,0.365451389,0.184027778,0.578993056,0.522569444,0.374131944,0.381076389,1,57,33.12138333,"blevita","sourcreamchips",0,6,3,-0.58656170850838,-0.422771812074837,1
"171",1,171,6,26,1,7,26,1,1.97716736,0.540798611,0.191840278,0.304253472,0.067708333,0.236545139,0.124131944,0.124131944,7,1.729693867,1.655938276,2.270968462,2.837418667,0.236545139,0,0,1,0,0.559027778,0.522569444,0.209201389,0.174479167,0.271701389,0.336805556,0.078993056,0.056423611,1,57,33.12138333,"muesli","zucchini",1,8,6,0.666001247166112,-0.299919281328216,1
"172",1,172,6,27,1,14,10,1,1.24863488,0.436631944,0.614583333,0.260850694,0.417534722,0.17578125,0.197048611,0.197048611,8,2.979238969,1.897152853,1.813897813,2.0965632,0.17578125,8,0,1,0,0.386284722,0.486979167,0.604166667,0.625,0.300347222,0.221354167,0.342013889,0.493055556,1,57,33.12138333,"applered","oreo",1,7,7,0.193335981314155,0.121289399643467,1
"182",1,6,1,6,1,22,30,1,1.628469898,0.439670139,0.647135417,0.203993056,0.674479167,0.235677083,-0.02734375,-0.02734375,4,2.622142581,2.123720393,3.23841708,1.619346922,0.235677083,0,0,0,0,0.381076389,0.498263889,0.575520833,0.71875,0.300347222,0.107638889,0.6015625,0.747395833,1,57,32.8022,"bueno","mars",1,8,4,0.659248882780508,-0.859023656304261,0
"183",1,7,1,7,1,7,8,-1,1.6676242,0.780815972,0.285590278,0.311197917,0.260416667,0.469618056,0.025173611,0.025173611,5,3.127466806,1.954281296,1.948185517,1.887498795,0.469618056,0,0,0,0,0.778645833,0.782986111,0.407986111,0.163194444,0.387152778,0.235243056,0.384548611,0.136284722,1,57,32.8022,"broccoli","carrot",0,8,5,2.47901015903309,-0.871559629536762,0
"184",1,8,1,8,1,2,13,1,2.051962536,0.391927083,0.421875,0.876736111,0.222222222,-0.484809028,0.199652778,0.199652778,8,2.372858598,1.805807012,2.537386909,2.025059811,-0.484809028,0,0,0,0,0.471354167,0.3125,0.588541667,0.255208333,0.844618056,0.908854167,0.142361111,0.302083333,1,57,32.8022,"balisto","darvida",1,1,8,2.5971764735514,0.136332568677784,1
"185",1,9,1,9,1,23,30,1,1.239318483,0.848524306,0.777777778,0.203993056,0.674479167,0.64453125,0.103298611,0.103298611,7,3.282252621,2.522195033,3.23841708,1.619346922,0.64453125,0,0,0,0,0.817708333,0.879340278,0.730034722,0.825520833,0.300347222,0.107638889,0.6015625,0.747395833,1,57,32.8022,"kitkat","mars",1,8,6,3.83961088264749,-0.420264616273022,1
"191",1,15,1,15,1,5,2,-1,1.913082694,0.112847222,0.391059028,0.391927083,0.421875,-0.279079861,-0.030815972,-0.030815972,4,1.685426136,3.523201254,2.372858598,1.805807012,-0.279079861,0,0,0,0,0.108506944,0.1171875,0.270833333,0.511284722,0.471354167,0.3125,0.588541667,0.255208333,1,57,32.8022,"torino","balisto",0,1,4,0.996866930928865,-0.838966101442889,1
"192",1,16,1,16,1,29,32,-1,1.550808689,0.162760417,0.134548611,0.441840278,0.042100694,-0.279079861,0.092447917,0.092447917,6,3.194139797,2.99551133,2.076566526,2.22030126,-0.279079861,0,0,0,0,0.175347222,0.150173611,0.122395833,0.146701389,0.481770833,0.401909722,0.0546875,0.029513889,1,57,32.8022,"maoam","meringues",0,1,6,0.996866930928865,-0.482944476658952,0
"193",1,17,1,17,1,17,7,1,1.169060217,0.421440972,0.373263889,0.780815972,0.285590278,-0.359375,0.087673611,0.087673611,6,3.16116035,2.059307595,3.127466806,1.954281296,-0.359375,0,0,0,0,0.399305556,0.443576389,0.324652778,0.421875,0.778645833,0.782986111,0.407986111,0.163194444,1,57,32.8022,"caramel","broccoli",1,1,6,1.62146031766971,-0.51052361892577,1
"194",1,18,1,18,1,15,12,1,1.365368758,0.350260417,0.707465278,0.137152778,0.727430556,0.213107639,-0.019965278,-0.019965278,4,1.961086764,2.465233106,1.840297568,4.213354851,0.213107639,0,0,0,0,0.332465278,0.368055556,0.793402778,0.621527778,0.127604167,0.146701389,0.707465278,0.747395833,1,57,32.8022,"galak","croissant",1,8,4,0.483687502099445,-0.901645961828819,0
"199",1,23,1,23,1,17,1,1,2.059370315,0.421440972,0.373263889,0.101996528,0.296875,0.319444444,0.076388889,0.076388889,6,3.16116035,2.059307595,2.417928911,2.797818826,0.319444444,0,0,0,0,0.399305556,0.443576389,0.324652778,0.421875,0.09375,0.110243056,0.442708333,0.151041667,1,57,32.8022,"caramel","pineapple",1,8,6,1.31085171150633,-0.575710675113515,1
"200",1,24,1,24,1,10,13,-1,1.279181905,0.380208333,0.207465278,0.876736111,0.222222222,-0.496527778,-0.014756944,-0.014756944,4,2.272813912,2.416859259,2.537386909,2.025059811,-0.496527778,0,0,0,0,0.3515625,0.408854167,0.212673611,0.202256944,0.844618056,0.908854167,0.142361111,0.302083333,1,57,32.8022,"lemon","darvida",0,1,4,2.68833334608473,-0.931732299897453,1
"201",1,25,1,25,1,19,24,1,1.029775042,0.318142361,0.559461806,0.402777778,0.473958333,-0.084635417,0.085503472,0.085503472,6,2.588982228,2.695134356,2.30738397,2.623006864,-0.084635417,3,0,0,0,0.359375,0.276909722,0.590277778,0.528645833,0.3828125,0.422743056,0.631944444,0.315972222,1,57,32.8022,"cottagecheese","kiwi",1,3,6,-0.515661913574419,-0.523059592158271,1
"202",1,26,1,26,1,13,28,-1,2.155775538,0.876736111,0.222222222,0.514756944,0.15625,0.361979167,0.065972222,0.065972222,6,2.537386909,2.025059811,2.594807074,2.233435894,0.361979167,0,0,0,0,0.844618056,0.908854167,0.142361111,0.302083333,0.626736111,0.402777778,0.180555556,0.131944444,1,57,32.8022,"darvida","mango",0,8,6,1.6417174030478,-0.635883345474206,0
"203",1,27,1,27,1,7,24,-1,1.170436073,0.780815972,0.285590278,0.402777778,0.473958333,0.378038194,-0.188368056,-0.188368056,1,3.127466806,1.954281296,2.30738397,2.623006864,0.378038194,0,0,0,0,0.778645833,0.782986111,0.407986111,0.163194444,0.3828125,0.422743056,0.631944444,0.315972222,1,57,32.8022,"broccoli","kiwi",0,8,2,1.76663607417299,0.071145512490038,1
"210",1,34,2,7,1,27,15,1,1.849139656,0.444010417,0.5234375,0.350260417,0.707465278,0.09375,-0.184027778,-0.184027778,1,3.392728869,2.834136651,1.961086764,2.465233106,0.09375,6,0,0,0,0.536458333,0.3515625,0.380208333,0.666666667,0.332465278,0.368055556,0.793402778,0.621527778,1,57,32.8022,"maltesers","galak",1,6,2,-0.444762126419177,0.0460735660250355,0
"211",1,35,2,8,1,20,22,-1,1.471377384,0.271701389,0.515625,0.439670139,0.647135417,-0.16796875,-0.131510417,-0.131510417,2,1.426346466,2.846805365,2.622142581,2.123720393,-0.16796875,1,0,0,0,0.332465278,0.2109375,0.666666667,0.364583333,0.381076389,0.498263889,0.575520833,0.71875,1,57,32.8022,"cornflakes","bueno",0,2,2,0.1325647329586,-0.257296970027082,1
"212",1,36,2,9,1,5,24,-1,0.944353343,0.112847222,0.391059028,0.402777778,0.473958333,-0.289930556,-0.082899306,-0.082899306,3,1.685426136,3.523201254,2.30738397,2.623006864,-0.289930556,0,0,0,0,0.108506944,0.1171875,0.270833333,0.511284722,0.3828125,0.422743056,0.631944444,0.315972222,1,57,32.8022,"torino","kiwi",0,1,3,1.08127144685531,-0.538102755416012,1
"213",1,37,2,10,1,3,22,-1,1.579021848,0.251736111,0.521701389,0.439670139,0.647135417,-0.187934028,-0.125434028,-0.125434028,2,3.178366375,2.167275187,2.622142581,2.123720393,-0.187934028,1,0,0,0,0.335069444,0.168402778,0.65625,0.387152778,0.381076389,0.498263889,0.575520833,0.71875,1,57,32.8022,"banana","bueno",0,2,3,0.287869036040291,-0.29239769392277,1
"214",1,38,2,11,1,20,17,1,1.587359758,0.271701389,0.515625,0.421440972,0.373263889,-0.149739583,0.142361111,0.142361111,7,1.426346466,2.846805365,3.16116035,2.059307595,-0.149739583,2,0,0,0,0.332465278,0.2109375,0.666666667,0.364583333,0.399305556,0.443576389,0.324652778,0.421875,1,57,32.8022,"cornflakes","caramel",1,2,7,-0.00923484913060275,-0.194617109641151,1
"215",1,39,2,12,1,31,10,-1,1.577650543,0.274739583,0.135416667,0.380208333,0.207465278,-0.10546875,-0.072048611,-0.072048611,3,1.934162422,2.478933215,2.272813912,2.416859259,-0.10546875,2,0,0,0,0.1796875,0.369791667,0.098090278,0.172743056,0.3515625,0.408854167,0.212673611,0.202256944,1,57,32.8022,"melon","lemon",0,3,3,-0.353605253885844,-0.600782621578518,1
"216",1,40,2,13,1,12,4,-1,2.345843375,0.137152778,0.727430556,0.37109375,0.584201389,-0.233940972,0.143229167,0.143229167,7,1.840297568,4.213354851,3.283182611,2.051432333,-0.233940972,0,0,0,0,0.127604167,0.146701389,0.707465278,0.747395833,0.400173611,0.342013889,0.449652778,0.71875,1,57,32.8022,"croissant","benandjerrys",0,1,7,0.64574416178802,-0.189602718037521,0
"223",1,47,2,20,1,13,7,1,2.52239329,0.876736111,0.222222222,0.780815972,0.285590278,0.095920139,-0.063368056,-0.063368056,3,2.537386909,2.025059811,3.127466806,1.954281296,0.095920139,6,0,0,0,0.844618056,0.908854167,0.142361111,0.302083333,0.778645833,0.782986111,0.407986111,0.163194444,1,57,32.8022,"darvida","broccoli",1,6,3,-0.427881223233888,-0.650926508731947,0
"224",1,48,2,21,1,9,5,-1,1.531731591,0.303385417,0.299479167,0.112847222,0.391059028,0.190538194,-0.091579861,-0.091579861,3,4.129151853,1.606676501,1.685426136,3.523201254,0.190538194,8,0,0,0,0.428819444,0.177951389,0.223958333,0.375,0.108506944,0.1171875,0.270833333,0.511284722,1,57,32.8022,"chocovo","torino",0,8,3,0.308126113639663,-0.487958868262583,1
"225",1,49,2,22,1,6,22,-1,1.991983227,0.391493056,0.517361111,0.439670139,0.647135417,-0.048177083,-0.129774306,-0.129774306,2,2.718148303,2.821370657,2.622142581,2.123720393,-0.048177083,4,0,0,0,0.400173611,0.3828125,0.499131944,0.535590278,0.381076389,0.498263889,0.575520833,0.71875,1,57,32.8022,"bounty","bueno",0,4,2,-0.799261077752824,-0.267325747457767,1
"226",1,50,2,23,1,2,19,-1,2.038507761,0.391927083,0.421875,0.318142361,0.559461806,0.073784722,-0.137586806,-0.137586806,2,2.372858598,1.805807012,2.588982228,2.695134356,0.073784722,6,0,0,0,0.471354167,0.3125,0.588541667,0.255208333,0.359375,0.276909722,0.590277778,0.528645833,1,57,32.8022,"balisto","cottagecheese",0,6,2,-0.600066429500868,-0.222196246131393,1
"227",1,51,2,24,1,19,20,1,2.678964703,0.318142361,0.559461806,0.271701389,0.515625,0.046440972,0.043836806,0.043836806,5,2.588982228,2.695134356,1.426346466,2.846805365,0.046440972,5,0,0,0,0.359375,0.276909722,0.590277778,0.528645833,0.332465278,0.2109375,0.666666667,0.364583333,1,57,32.8022,"cottagecheese","cornflakes",1,5,5,-0.812765798745312,-0.763750262047882,1
"228",1,52,2,25,1,13,9,1,1.867333271,0.876736111,0.222222222,0.303385417,0.299479167,0.573350694,-0.077256944,-0.077256944,3,2.537386909,2.025059811,4.129151853,1.606676501,0.573350694,0,0,0,0,0.844618056,0.908854167,0.142361111,0.302083333,0.428819444,0.177951389,0.223958333,0.375,1,57,32.8022,"darvida","chocovo",1,8,3,3.28591728306188,-0.570696289286461,0
"229",1,53,2,26,1,22,12,1,2.029257638,0.439670139,0.647135417,0.137152778,0.727430556,0.302517361,-0.080295139,-0.080295139,3,2.622142581,2.123720393,1.840297568,4.213354851,0.302517361,0,0,0,0,0.381076389,0.498263889,0.575520833,0.71875,0.127604167,0.146701389,0.707465278,0.747395833,1,57,32.8022,"bueno","croissant",1,8,3,1.17918067599553,-0.553145924450328,0
"234",1,58,3,1,1,3,30,-1,3.109736266,0.251736111,0.521701389,0.203993056,0.674479167,0.047743056,-0.152777778,-0.152777778,1,3.178366375,2.167275187,3.23841708,1.619346922,0.047743056,5,0,0,0,0.335069444,0.168402778,0.65625,0.387152778,0.300347222,0.107638889,0.6015625,0.747395833,1,57,32.8022,"banana","mars",0,5,2,-0.802637252166907,-0.134444439280461,1
"235",1,59,3,2,1,3,15,-1,1.500347733,0.251736111,0.521701389,0.350260417,0.707465278,-0.098524306,-0.185763889,-0.185763889,1,3.178366375,2.167275187,1.961086764,2.465233106,-0.098524306,3,0,0,0,0.335069444,0.168402778,0.65625,0.387152778,0.332465278,0.368055556,0.793402778,0.621527778,1,57,32.8022,"banana","galak",0,3,2,-0.407624137855796,0.0561023434557212,1
"236",1,60,3,3,1,26,6,1,1.698157286,0.367621528,0.696614583,0.391493056,0.517361111,-0.023871528,0.179253472,0.179253472,8,2.492345324,2.211645626,2.718148303,2.821370657,-0.023871528,4,0,0,0,0.603298611,0.131944444,0.753472222,0.639756944,0.400173611,0.3828125,0.499131944,0.535590278,1,57,32.8022,"magnum","bounty",1,4,7,-0.988327179426375,0.0184944237582175,1
"237",1,61,3,4,1,25,4,-1,2.021187105,0.380208333,0.773003472,0.37109375,0.584201389,0.009114583,0.188802083,0.188802083,8,1.928882712,2.208760509,3.283182611,2.051432333,0.009114583,5,0,0,0,0.348958333,0.411458333,0.747395833,0.798611111,0.400173611,0.342013889,0.449652778,0.71875,1,57,32.8022,"lindt","benandjerrys",0,5,7,-1.1031173195306,0.0736527025152773,0
"238",1,62,3,5,1,13,32,1,1.278897176,0.876736111,0.222222222,0.441840278,0.042100694,0.434895833,0.180121528,0.180121528,8,2.537386909,2.025059811,2.076566526,2.22030126,0.434895833,0,0,0,0,0.844618056,0.908854167,0.142361111,0.302083333,0.481770833,0.401909722,0.0546875,0.029513889,1,57,32.8022,"darvida","meringues",1,8,7,2.20891571584717,0.0235088153618485,1
"239",1,63,3,6,1,16,12,-1,1.985638416,0.571614583,0.682725694,0.137152778,0.727430556,0.434461806,-0.044704861,-0.044704861,4,3.092844979,2.346799961,1.840297568,4.213354851,0.434461806,0,0,0,0,0.518229167,0.625,0.605902778,0.759548611,0.127604167,0.146701389,0.707465278,0.747395833,1,57,32.8022,"applegreen","croissant",0,8,4,2.20553954143309,-0.758735876220827,1
